num_map,Name,Threads,OperationsPerMilliSecond,LogOperationsPerMilliSecond
0,splitOrderHash_MaxLoad_16,1,1306096.8601431483,14.082553751568502
0,splitOrderHash_MaxLoad_16,2,512644.373471679,13.147337654658468
0,splitOrderHash_MaxLoad_16,3,442194.1674589312,12.999504357492471
0,splitOrderHash_MaxLoad_16,4,347412.8167536357,12.758269025469668
0,splitOrderHash_MaxLoad_16,5,254511.85898006917,12.447102711058296
0,splitOrderHash_MaxLoad_16,6,320784.2533425719,12.678524068179273
0,splitOrderHash_MaxLoad_16,7,210179.40914364503,12.255716774223538
0,splitOrderHash_MaxLoad_16,8,206495.94958194895,12.238036076575597
0,splitOrderHash_MaxLoad_16,9,64301.03171005379,11.071330955354433
0,splitOrderHash_MaxLoad_16,10,34211.70752000701,10.440323189617216
0,splitOrderHash_MaxLoad_16,11,146715.33703447224,11.89624950559534
0,splitOrderHash_MaxLoad_16,12,36861.44005850648,10.514921298786941
0,splitOrderHash_MaxLoad_16,13,34961.13545377281,10.46199230789688
0,splitOrderHash_MaxLoad_16,14,76902.60899791286,11.250295082069234
0,splitOrderHash_MaxLoad_16,15,28867.81858885442,10.27048271001191
0,splitOrderHash_MaxLoad_16,16,24155.493744331005,10.092267117447411
0,splitOrderHash_MaxLoad_16,17,28648.090862576828,10.262842083363298
0,splitOrderHash_MaxLoad_16,18,28578.44253775427,10.260407955168809
0,splitOrderHash_MaxLoad_16,19,22792.287728016894,10.034177500177426
0,splitOrderHash_MaxLoad_16,20,24481.895760494594,10.105689174824523
0,splitOrderHash_MaxLoad_16,21,29255.865362167133,10.283835357759807
0,splitOrderHash_MaxLoad_16,22,15710.699410487425,9.662097250340627
0,splitOrderHash_MaxLoad_16,23,24866.63402506507,10.121282184857938
0,splitOrderHash_MaxLoad_16,24,9257.406063712062,9.13317916568925
0,splitOrderHash_MaxLoad_16,25,15322.047215501376,9.637048064621514
0,splitOrderHash_MaxLoad_16,26,15068.708034589918,9.620375556995858
0,splitOrderHash_MaxLoad_16,27,22237.50680189739,10.009535637849137
0,splitOrderHash_MaxLoad_16,28,8736.720076275062,9.07529012090136
0,splitOrderHash_MaxLoad_16,29,18250.593053021257,9.811952854538612
0,splitOrderHash_MaxLoad_16,30,12435.953286082515,9.4283470148257
0,splitOrderHash_MaxLoad_16,31,15255.302056506249,9.632682397446795
1,Refinable16,1,1387251.161822848,14.142834765688498
1,Refinable16,2,767960.6804131629,13.551493813440485
1,Refinable16,3,459052.5156077855,13.03691989558686
1,Refinable16,4,314576.20293940004,12.65898162446748
1,Refinable16,5,404620.7691840822,12.910705535033212
1,Refinable16,6,319674.6990262709,12.675059192179813
1,Refinable16,7,301948.77740940027,12.618012670744244
1,Refinable16,8,241681.32866727246,12.395375313675665
1,Refinable16,9,202265.37216828478,12.217335837808884
1,Refinable16,10,198496.5868511891,12.198527184257214
1,Refinable16,11,138604.74915312498,11.839381630324965
1,Refinable16,12,154956.11642782763,11.950897235994933
1,Refinable16,13,138037.27558589922,11.835279040606707
1,Refinable16,14,130246.66112684202,11.777185324944185
1,Refinable16,15,117663.94706063693,11.675587934181099
1,Refinable16,16,114214.44447236352,11.645833052201798
1,Refinable16,17,28337.634986324258,10.25194605832713
1,Refinable16,18,103825.8798464623,11.550470542784861
1,Refinable16,19,96530.87346926167,11.4776181684836
1,Refinable16,20,87516.01543082383,11.37957708909225
1,Refinable16,21,84206.76803477402,11.34103057746058
1,Refinable16,22,76404.05827795948,11.243791092565317
1,Refinable16,23,81105.10572861582,11.303501194085065
1,Refinable16,24,75508.68312101549,11.232002936849549
1,Refinable16,25,48055.80624667814,10.780118244698125
1,Refinable16,26,71899.7717182248,11.183028368714178
1,Refinable16,27,65179.91285445651,11.084906615392446
1,Refinable16,28,57292.406693586454,10.95592337548495
1,Refinable16,29,64286.56378673576,11.071105927064213
1,Refinable16,30,59502.16915157642,10.993768047198222
1,Refinable16,31,60422.12102188308,11.009110558956802
2,concHashMap,1,183060.66447359993,12.117572876745358
2,concHashMap,2,588100.3769723417,13.284652921448252
2,concHashMap,3,573733.3402181334,13.259920003278472
2,concHashMap,4,336644.7959764214,12.72678363559291
2,concHashMap,5,396771.864113572,12.891116744906991
2,concHashMap,6,361322.58519083256,12.797526426089375
2,concHashMap,7,321777.2400522566,12.681614784041809
2,concHashMap,8,282561.704412201,12.551652228415925
2,concHashMap,9,124178.25042779408,11.729473315818135
2,concHashMap,10,62080.99210391861,11.036195135784794
2,concHashMap,11,152296.2466590011,11.933582894186936
2,concHashMap,12,85456.86521999589,11.355767027270806
2,concHashMap,13,140163.5989526976,11.850565583299874
2,concHashMap,14,91579.78797447488,11.424965871013766
2,concHashMap,15,53726.438941782566,10.891660504619376
2,concHashMap,16,67826.4078049204,11.124706893742541
2,concHashMap,17,50370.90616756486,10.827169028801517
2,concHashMap,18,96897.3469506405,11.481407418253683
2,concHashMap,19,86806.53514319171,11.371437187482424
2,concHashMap,20,59117.69209259486,10.987285517184093
2,concHashMap,21,52935.17611268417,10.876823351733014
2,concHashMap,22,40225.18056077924,10.60224846062066
2,concHashMap,23,11330.23020988345,9.33522967242847
2,concHashMap,24,11862.997093684342,9.381179346671134
2,concHashMap,25,41096.68982602128,10.623682857727982
2,concHashMap,26,14525.412645185132,9.583654990623641
2,concHashMap,27,30344.15122553958,10.320359067061153
2,concHashMap,28,31050.249861360633,10.343362134394003
2,concHashMap,29,39568.341053776145,10.585784609158344
2,concHashMap,30,32413.84966002734,10.386341069088822
2,concHashMap,31,40391.06630395489,10.606363908405932
3,concSkipListSet,1,1436141.948270167,14.1774708734753
3,concSkipListSet,2,620447.4667129933,13.3381962172111
3,concSkipListSet,3,429483.1599652978,12.970337811175138
3,concSkipListSet,4,374739.5560085741,12.833986546353206
3,concSkipListSet,5,380990.11711636203,12.850528714445273
3,concSkipListSet,6,248516.9749519741,12.423266431851713
3,concSkipListSet,7,268044.7741990822,12.49890931344573
3,concSkipListSet,8,262476.83641918603,12.477918114907618
3,concSkipListSet,9,58097.44801149864,10.969877017804722
3,concSkipListSet,10,35467.25627433497,10.476365191359752
3,concSkipListSet,11,36166.90157069237,10.495899658315635
3,concSkipListSet,12,26404.710811646484,10.181297713051007
3,concSkipListSet,13,23648.869158374582,10.071070577063322
3,concSkipListSet,14,34820.86926121607,10.457972177433781
3,concSkipListSet,15,28022.02867718371,10.2407462183117
3,concSkipListSet,16,53614.1858846716,10.889568974069533
3,concSkipListSet,17,21985.93691531149,9.998158296822925
3,concSkipListSet,18,34270.4238017689,10.44203798134512
3,concSkipListSet,19,25587.030446007528,10.149840878887927
3,concSkipListSet,20,21766.963756699326,9.988148675356223
3,concSkipListSet,21,25214.13736510752,10.135160122746054
3,concSkipListSet,22,21922.435354574565,9.995265836832859
3,concSkipListSet,23,27794.48535175033,10.232592911358992
3,concSkipListSet,24,27368.75927287775,10.217157469362267
3,concSkipListSet,25,21549.977846622773,9.978130067532422
3,concSkipListSet,26,18852.721409188136,9.844412554295765
3,concSkipListSet,27,13719.402816346448,9.52656637382721
3,concSkipListSet,28,17137.77848461593,9.749040573752598
3,concSkipListSet,29,20646.746960489145,9.935313053799979
3,concSkipListSet,30,19468.50968558357,9.876553551296047
3,concSkipListSet,31,17569.28270943639,9.773907355614517
num_map,Name,Threads,OperationsPerMilliSecond,LogOperationsPerMilliSecond
0,splitOrderHash_MaxLoad_16,1,1306096.8601431483,14.082553751568502
0,splitOrderHash_MaxLoad_16,2,512644.373471679,13.147337654658468
0,splitOrderHash_MaxLoad_16,3,442194.1674589312,12.999504357492471
0,splitOrderHash_MaxLoad_16,4,347412.8167536357,12.758269025469668
0,splitOrderHash_MaxLoad_16,5,254511.85898006917,12.447102711058296
0,splitOrderHash_MaxLoad_16,6,320784.2533425719,12.678524068179273
0,splitOrderHash_MaxLoad_16,7,210179.40914364503,12.255716774223538
0,splitOrderHash_MaxLoad_16,8,206495.94958194895,12.238036076575597
0,splitOrderHash_MaxLoad_16,9,64301.03171005379,11.071330955354433
0,splitOrderHash_MaxLoad_16,10,34211.70752000701,10.440323189617216
0,splitOrderHash_MaxLoad_16,11,146715.33703447224,11.89624950559534
0,splitOrderHash_MaxLoad_16,12,36861.44005850648,10.514921298786941
0,splitOrderHash_MaxLoad_16,13,34961.13545377281,10.46199230789688
0,splitOrderHash_MaxLoad_16,14,76902.60899791286,11.250295082069234
0,splitOrderHash_MaxLoad_16,15,28867.81858885442,10.27048271001191
0,splitOrderHash_MaxLoad_16,16,24155.493744331005,10.092267117447411
0,splitOrderHash_MaxLoad_16,17,28648.090862576828,10.262842083363298
0,splitOrderHash_MaxLoad_16,18,28578.44253775427,10.260407955168809
0,splitOrderHash_MaxLoad_16,19,22792.287728016894,10.034177500177426
0,splitOrderHash_MaxLoad_16,20,24481.895760494594,10.105689174824523
0,splitOrderHash_MaxLoad_16,21,29255.865362167133,10.283835357759807
0,splitOrderHash_MaxLoad_16,22,15710.699410487425,9.662097250340627
0,splitOrderHash_MaxLoad_16,23,24866.63402506507,10.121282184857938
0,splitOrderHash_MaxLoad_16,24,9257.406063712062,9.13317916568925
0,splitOrderHash_MaxLoad_16,25,15322.047215501376,9.637048064621514
0,splitOrderHash_MaxLoad_16,26,15068.708034589918,9.620375556995858
0,splitOrderHash_MaxLoad_16,27,22237.50680189739,10.009535637849137
0,splitOrderHash_MaxLoad_16,28,8736.720076275062,9.07529012090136
0,splitOrderHash_MaxLoad_16,29,18250.593053021257,9.811952854538612
0,splitOrderHash_MaxLoad_16,30,12435.953286082515,9.4283470148257
0,splitOrderHash_MaxLoad_16,31,15255.302056506249,9.632682397446795
1,Refinable16,1,1387251.161822848,14.142834765688498
1,Refinable16,2,767960.6804131629,13.551493813440485
1,Refinable16,3,459052.5156077855,13.03691989558686
1,Refinable16,4,314576.20293940004,12.65898162446748
1,Refinable16,5,404620.7691840822,12.910705535033212
1,Refinable16,6,319674.6990262709,12.675059192179813
1,Refinable16,7,301948.77740940027,12.618012670744244
1,Refinable16,8,241681.32866727246,12.395375313675665
1,Refinable16,9,202265.37216828478,12.217335837808884
1,Refinable16,10,198496.5868511891,12.198527184257214
1,Refinable16,11,138604.74915312498,11.839381630324965
1,Refinable16,12,154956.11642782763,11.950897235994933
1,Refinable16,13,138037.27558589922,11.835279040606707
1,Refinable16,14,130246.66112684202,11.777185324944185
1,Refinable16,15,117663.94706063693,11.675587934181099
1,Refinable16,16,114214.44447236352,11.645833052201798
1,Refinable16,17,28337.634986324258,10.25194605832713
1,Refinable16,18,103825.8798464623,11.550470542784861
1,Refinable16,19,96530.87346926167,11.4776181684836
1,Refinable16,20,87516.01543082383,11.37957708909225
1,Refinable16,21,84206.76803477402,11.34103057746058
1,Refinable16,22,76404.05827795948,11.243791092565317
1,Refinable16,23,81105.10572861582,11.303501194085065
1,Refinable16,24,75508.68312101549,11.232002936849549
1,Refinable16,25,48055.80624667814,10.780118244698125
1,Refinable16,26,71899.7717182248,11.183028368714178
1,Refinable16,27,65179.91285445651,11.084906615392446
1,Refinable16,28,57292.406693586454,10.95592337548495
1,Refinable16,29,64286.56378673576,11.071105927064213
1,Refinable16,30,59502.16915157642,10.993768047198222
1,Refinable16,31,60422.12102188308,11.009110558956802
2,concHashMap,1,183060.66447359993,12.117572876745358
2,concHashMap,2,588100.3769723417,13.284652921448252
2,concHashMap,3,573733.3402181334,13.259920003278472
2,concHashMap,4,336644.7959764214,12.72678363559291
2,concHashMap,5,396771.864113572,12.891116744906991
2,concHashMap,6,361322.58519083256,12.797526426089375
2,concHashMap,7,321777.2400522566,12.681614784041809
2,concHashMap,8,282561.704412201,12.551652228415925
2,concHashMap,9,124178.25042779408,11.729473315818135
2,concHashMap,10,62080.99210391861,11.036195135784794
2,concHashMap,11,152296.2466590011,11.933582894186936
2,concHashMap,12,85456.86521999589,11.355767027270806
2,concHashMap,13,140163.5989526976,11.850565583299874
2,concHashMap,14,91579.78797447488,11.424965871013766
2,concHashMap,15,53726.438941782566,10.891660504619376
2,concHashMap,16,67826.4078049204,11.124706893742541
2,concHashMap,17,50370.90616756486,10.827169028801517
2,concHashMap,18,96897.3469506405,11.481407418253683
2,concHashMap,19,86806.53514319171,11.371437187482424
2,concHashMap,20,59117.69209259486,10.987285517184093
2,concHashMap,21,52935.17611268417,10.876823351733014
2,concHashMap,22,40225.18056077924,10.60224846062066
2,concHashMap,23,11330.23020988345,9.33522967242847
2,concHashMap,24,11862.997093684342,9.381179346671134
2,concHashMap,25,41096.68982602128,10.623682857727982
2,concHashMap,26,14525.412645185132,9.583654990623641
2,concHashMap,27,30344.15122553958,10.320359067061153
2,concHashMap,28,31050.249861360633,10.343362134394003
2,concHashMap,29,39568.341053776145,10.585784609158344
2,concHashMap,30,32413.84966002734,10.386341069088822
2,concHashMap,31,40391.06630395489,10.606363908405932
3,concSkipListSet,1,1436141.948270167,14.1774708734753
3,concSkipListSet,2,620447.4667129933,13.3381962172111
3,concSkipListSet,3,429483.1599652978,12.970337811175138
3,concSkipListSet,4,374739.5560085741,12.833986546353206
3,concSkipListSet,5,380990.11711636203,12.850528714445273
3,concSkipListSet,6,248516.9749519741,12.423266431851713
3,concSkipListSet,7,268044.7741990822,12.49890931344573
3,concSkipListSet,8,262476.83641918603,12.477918114907618
3,concSkipListSet,9,58097.44801149864,10.969877017804722
3,concSkipListSet,10,35467.25627433497,10.476365191359752
3,concSkipListSet,11,36166.90157069237,10.495899658315635
3,concSkipListSet,12,26404.710811646484,10.181297713051007
3,concSkipListSet,13,23648.869158374582,10.071070577063322
3,concSkipListSet,14,34820.86926121607,10.457972177433781
