num_map,Name,Threads,OperationsPerMilliSecond,LogOperationsPerMilliSecond
0,splitOrderHash_MaxLoad_1,1,97607.0651898067,11.488705159021032
0,splitOrderHash_MaxLoad_1,2,276671.09340416116,12.530584691232672
0,splitOrderHash_MaxLoad_1,3,49867.825328965584,10.817131290791
0,splitOrderHash_MaxLoad_1,4,252337.27400042897,12.438521860540083
0,splitOrderHash_MaxLoad_1,5,178016.39887066398,12.08963095351753
0,splitOrderHash_MaxLoad_1,6,176861.86911160513,12.08312430638557
0,splitOrderHash_MaxLoad_1,7,209021.36198319469,12.250191736169723
0,splitOrderHash_MaxLoad_1,8,38302.15729240518,10.553261499754937
0,splitOrderHash_MaxLoad_1,9,107974.91958567864,11.589654253079178
0,splitOrderHash_MaxLoad_1,10,47066.02186216716,10.759306615467013
0,splitOrderHash_MaxLoad_1,11,129976.98107665133,11.775112645118073
0,splitOrderHash_MaxLoad_1,12,18677.634671816217,9.835082080200952
0,splitOrderHash_MaxLoad_1,13,19915.744451523384,9.899265876364396
0,splitOrderHash_MaxLoad_1,14,12147.89626376873,9.4049112867621
0,splitOrderHash_MaxLoad_1,15,26308.53385697839,10.17764864678713
0,splitOrderHash_MaxLoad_1,16,21403.30330021814,9.971300548920969
0,splitOrderHash_MaxLoad_1,17,18320.51111294723,9.815776537017289
0,splitOrderHash_MaxLoad_1,18,24445.85524191252,10.104215960774741
0,splitOrderHash_MaxLoad_1,19,18255.933954412376,9.812245454348401
0,splitOrderHash_MaxLoad_1,20,10438.297864345133,9.25323680833051
0,splitOrderHash_MaxLoad_1,21,29090.282856456324,10.278159474936519
0,splitOrderHash_MaxLoad_1,22,14444.755167177818,9.578086663443978
0,splitOrderHash_MaxLoad_1,23,22142.98478134799,10.005276011148398
0,splitOrderHash_MaxLoad_1,24,19795.590730120774,9.893214501485497
0,splitOrderHash_MaxLoad_1,25,6916.692177732983,8.84169292533087
0,splitOrderHash_MaxLoad_1,26,13624.549912993623,9.519628585077088
0,splitOrderHash_MaxLoad_1,27,10643.748830518096,9.272728034536005
0,splitOrderHash_MaxLoad_1,28,14054.19945804196,9.550676523912852
0,splitOrderHash_MaxLoad_1,29,13902.569403364283,9.53982895119918
0,splitOrderHash_MaxLoad_1,30,13233.603135622861,9.49051456588167
0,splitOrderHash_MaxLoad_1,31,11424.720971183542,9.34353479281065
1,splitOrderHash_MaxLoad_2,1,29486.191321742117,10.291677341950816
1,splitOrderHash_MaxLoad_2,2,617955.309472019,13.334171419054792
1,splitOrderHash_MaxLoad_2,3,336747.957623637,12.727090029291002
1,splitOrderHash_MaxLoad_2,4,391142.9588400264,12.876828395775252
1,splitOrderHash_MaxLoad_2,5,324306.79422733904,12.689445242514864
1,splitOrderHash_MaxLoad_2,6,22610.126578271622,10.026153163587686
1,splitOrderHash_MaxLoad_2,7,262580.2182566774,12.478311907688447
1,splitOrderHash_MaxLoad_2,8,58755.78744506334,10.981144936857849
1,splitOrderHash_MaxLoad_2,9,166250.48628267238,12.021250883522379
1,splitOrderHash_MaxLoad_2,10,36110.10404043176,10.494327995475654
1,splitOrderHash_MaxLoad_2,11,28673.77757234609,10.2637383106563
1,splitOrderHash_MaxLoad_2,12,82583.40717666326,11.321564057691191
1,splitOrderHash_MaxLoad_2,13,40764.36444483216,10.61556355826855
1,splitOrderHash_MaxLoad_2,14,81026.04906451376,11.302525975343565
1,splitOrderHash_MaxLoad_2,15,90508.54943757987,11.413199594149644
1,splitOrderHash_MaxLoad_2,16,25668.102198062265,10.153004340398333
1,splitOrderHash_MaxLoad_2,17,12157.287582704508,9.405684070005583
1,splitOrderHash_MaxLoad_2,18,18242.090047334576,9.811486842992288
1,splitOrderHash_MaxLoad_2,19,18790.99843527356,9.841133227519157
1,splitOrderHash_MaxLoad_2,20,18177.47541769112,9.807938492175126
1,splitOrderHash_MaxLoad_2,21,24844.232870957316,10.120380926963122
1,splitOrderHash_MaxLoad_2,22,24695.961839799766,10.114395020983189
1,splitOrderHash_MaxLoad_2,23,11247.84997347757,9.3279322758994
1,splitOrderHash_MaxLoad_2,24,11219.930725903712,9.325447004895748
1,splitOrderHash_MaxLoad_2,25,10518.46790520925,9.26088783929874
1,splitOrderHash_MaxLoad_2,26,9966.763832647272,9.20701121975819
1,splitOrderHash_MaxLoad_2,27,26241.581044761315,10.175100494473105
1,splitOrderHash_MaxLoad_2,28,18609.68529905578,9.831437439179279
1,splitOrderHash_MaxLoad_2,29,26521.118766874064,10.185696629189568
1,splitOrderHash_MaxLoad_2,30,12282.160530294563,9.41590312517476
1,splitOrderHash_MaxLoad_2,31,8627.774098990767,9.062741824851816
2,splitOrderHash_MaxLoad_4,1,1006572.9211752745,13.82206197168625
2,splitOrderHash_MaxLoad_4,2,631121.8822579016,13.355254280173419
2,splitOrderHash_MaxLoad_4,3,351388.86448688444,12.769648765237251
2,splitOrderHash_MaxLoad_4,4,421610.04443769867,12.951836100493086
2,splitOrderHash_MaxLoad_4,5,279296.062204819,12.540027653032658
2,splitOrderHash_MaxLoad_4,6,249261.56262073605,12.426258076400018
2,splitOrderHash_MaxLoad_4,7,253207.50608331035,12.44196461369155
2,splitOrderHash_MaxLoad_4,8,219879.28627183675,12.300833975979865
2,splitOrderHash_MaxLoad_4,9,193824.7436667765,12.174709646588035
2,splitOrderHash_MaxLoad_4,10,143335.8847120812,11.872945999160057
2,splitOrderHash_MaxLoad_4,11,11692.936016721833,9.36674017919529
2,splitOrderHash_MaxLoad_4,12,114795.01054966147,11.650903299812136
2,splitOrderHash_MaxLoad_4,13,42572.81121470022,10.65897109410248
2,splitOrderHash_MaxLoad_4,14,23216.184466515297,10.052604920755536
2,splitOrderHash_MaxLoad_4,15,35021.00735125965,10.46370337045354
2,splitOrderHash_MaxLoad_4,16,63007.4065206365,11.051007562283212
2,splitOrderHash_MaxLoad_4,17,39514.134205805414,10.584413714879117
2,splitOrderHash_MaxLoad_4,18,34260.90156192025,10.441760086824345
2,splitOrderHash_MaxLoad_4,19,31647.863088812446,10.362425908351796
2,splitOrderHash_MaxLoad_4,20,25710.814019798356,10.154666961361142
2,splitOrderHash_MaxLoad_4,21,30457.969068714094,10.324102948872152
2,splitOrderHash_MaxLoad_4,22,27266.411380345715,10.213410871299892
2,splitOrderHash_MaxLoad_4,23,18504.287350857758,9.82575773291185
2,splitOrderHash_MaxLoad_4,24,20985.781922889422,9.95160043611185
2,splitOrderHash_MaxLoad_4,25,20132.516248450553,9.910091510745026
2,splitOrderHash_MaxLoad_4,26,21053.02161387411,9.954799373411083
2,splitOrderHash_MaxLoad_4,27,17550.402562358773,9.77283216665708
2,splitOrderHash_MaxLoad_4,28,19742.46351197894,9.890527103173444
2,splitOrderHash_MaxLoad_4,29,20696.27655358152,9.937709086435143
2,splitOrderHash_MaxLoad_4,30,24639.748398601154,10.11211620649959
2,splitOrderHash_MaxLoad_4,31,19866.7536830478,9.896802944394924
3,splitOrderHash_MaxLoad_8,1,1336880.5229876605,14.105849490077341
3,splitOrderHash_MaxLoad_8,2,713297.2880437108,13.477653566273357
3,splitOrderHash_MaxLoad_8,3,551264.8772608751,13.219970693607362
3,splitOrderHash_MaxLoad_8,4,353366.8796291061,12.775262115259927
3,splitOrderHash_MaxLoad_8,5,374500.97744755115,12.833349691942818
3,splitOrderHash_MaxLoad_8,6,215875.0170001576,12.282454894198983
3,splitOrderHash_MaxLoad_8,7,23143.348046331128,10.049462676812745
3,splitOrderHash_MaxLoad_8,8,209600.98260940646,12.252960919440012
3,splitOrderHash_MaxLoad_8,9,85894.41858068062,11.360874130083456
3,splitOrderHash_MaxLoad_8,10,147004.99375963802,11.898221836337866
3,splitOrderHash_MaxLoad_8,11,153029.44745657407,11.9383856488916
3,splitOrderHash_MaxLoad_8,12,42413.803487517405,10.655229142189743
3,splitOrderHash_MaxLoad_8,13,61654.94195187215,11.029308666805074
3,splitOrderHash_MaxLoad_8,14,103839.89549552917,11.550605525538423
3,splitOrderHash_MaxLoad_8,15,25831.456462759175,10.159348270979484
3,splitOrderHash_MaxLoad_8,16,39066.40664066407,10.573018211479091
3,splitOrderHash_MaxLoad_8,17,28275.4972175497,10.249750885888934
3,splitOrderHash_MaxLoad_8,18,23416.79077565778,10.061208598541928
